Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
58970117,09/30/2023 11:59:23 PM,10/01/2023 12:51:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,116 STREET,116 STREET,116 STREET,LIBERTY AVENUE,116 STREET,LIBERTY AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:51:33 AM,10 QUEENS,,QUEENS,1032272,189193,ONLINE,Unspecified,QUEENS,,,,,,,,40.685837578189094,-73.8268476319625,"(40.685837578189094, -73.8268476319625)",24015,62,3,46,64
58969293,09/30/2023 11:59:06 PM,10/01/2023 04:13:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,1517 BUSHWICK AVENUE,BUSHWICK AVENUE,FURMAN AVENUE,ABERDEEN STREET,FURMAN AVENUE,ABERDEEN STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 04:13:52 AM,04 BROOKLYN,3034670005,BROOKLYN,1010288,188004,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.682666020307025,-73.90611959395328,"(40.682666020307025, -73.90611959395328)",17214,42,2,37,53
58977797,09/30/2023 11:56:58 PM,10/01/2023 04:13:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,42 ELLIOT PLACE,ELLIOT PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,ELLIOT PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 04:13:42 AM,04 BRONX,2028410018,BRONX,1007160,245045,ONLINE,Unspecified,BRONX,,,,,,,,40.839237454140424,-73.91720324699294,"(40.839237454140424, -73.91720324699294)",10930,50,5,42,27
58973645,09/30/2023 11:55:50 PM,10/01/2023 12:20:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11103,28-24 46 STREET,46 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,46 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:20:56 AM,01 QUEENS,4007190035,QUEENS,1009423,217261,PHONE,Unspecified,QUEENS,,,,,,,,40.76297185987749,-73.90912893342224,"(40.76297185987749, -73.90912893342224)",16860,39,3,4,72
58971739,09/30/2023 11:55:35 PM,10/01/2023 03:15:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11373,89-25 ELMHURST AVENUE,ELMHURST AVENUE,DENMAN STREET,CASE STREET,DENMAN STREET,CASE STREET,ADDRESS,ELMHURST,ELMHURST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 03:15:21 AM,04 QUEENS,4015100020,QUEENS,1018404,211679,ONLINE,Unspecified,QUEENS,,,,,,,,40.74762057177522,-73.8767371507515,"(40.74762057177522, -73.8767371507515)",14784,66,3,21,68
58973667,09/30/2023 11:55:16 PM,10/01/2023 12:18:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,86 RICHARDS STREET,RICHARDS STREET,VERONA STREET,VISITATION PLACE,VERONA STREET,VISITATION PLACE,ADDRESS,BROOKLYN,RICHARDS STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:18:37 AM,06 BROOKLYN,3005300024,BROOKLYN,981919,186616,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6788942658979,-74.00840397911486,"(40.6788942658979, -74.00840397911486)",13514,14,2,7,48
58970118,09/30/2023 11:55:09 PM,10/01/2023 01:02:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11102,27-05 1 STREET,1 STREET,27 AVENUE,ASTORIA BOULEVARD,27 AVENUE,ASTORIA BOULEVARD,ADDRESS,ASTORIA,1 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 01:02:33 AM,01 QUEENS,4004900101,QUEENS,1001923,221817,ONLINE,Unspecified,QUEENS,,,,,,,,40.77549506543774,-73.93619090966268,"(40.77549506543774, -73.93619090966268)",16859,39,3,4,72
58973675,09/30/2023 11:54:46 PM,10/01/2023 12:20:45 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,200 WEST  140 STREET,WEST  140 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  140 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:20:52 AM,10 MANHATTAN,1020250034,MANHATTAN,1000335,237546,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81866991732976,-73.94188677153149,"(40.81866991732976, -73.94188677153149)",12427,18,4,36,20
58972522,09/30/2023 11:54:30 PM,10/01/2023 12:16:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,260 PARKSIDE AVENUE,PARKSIDE AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,10/01/2023 12:16:46 AM,09 BROOKLYN,3050550014,BROOKLYN,995577,178158,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.655672001198894,-73.95917686020623,"(40.655672001198894, -73.95917686020623)",13510,17,2,11,44
58968762,09/30/2023 11:54:30 PM,10/01/2023 02:05:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,643 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 02:05:23 AM,04 BROOKLYN,3033650109,BROOKLYN,1008531,192661,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69545340248906,-73.91243769568936,"(40.69545340248906, -73.91243769568936)",18181,42,2,37,53
58976173,09/30/2023 11:53:39 PM,10/01/2023 12:05:19 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11229,1840 EAST   21 STREET,EAST   21 STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,EAST   21 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,10/01/2023 12:05:22 AM,15 BROOKLYN,3068030023,BROOKLYN,997587,160743,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60786872029221,-73.9519671256545,"(40.60786872029221, -73.9519671256545)",13512,32,2,15,36
58973707,09/30/2023 11:52:58 PM,10/01/2023 12:04:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10004,87 PEARL STREET,PEARL STREET,COENTIES ALLEY,HANOVER SQUARE,COENTIES ALLEY,HANOVER SQUARE,ADDRESS,NEW YORK,PEARL STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:04:42 AM,01 MANHATTAN,1000297504,MANHATTAN,981462,195807,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.704121307923494,-74.01005540984195,"(40.704121307923494, -74.01005540984195)",11725,56,4,32,1
58972523,09/30/2023 11:52:55 PM,10/01/2023 12:09:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,WEST   45 STREET,WEST   45 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:09:27 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,
58974951,09/30/2023 11:51:44 PM,10/01/2023 12:29:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,238 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:30:07 AM,12 MANHATTAN,1021380134,MANHATTAN,1000354,246490,PHONE,Unspecified,MANHATTAN,,,,,,,,40.843218590794386,-73.94179665621547,"(40.843218590794386, -73.94179665621547)",13090,47,4,39,21
58976101,09/30/2023 11:49:53 PM,10/01/2023 12:15:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,1120 BERGEN STREET,BERGEN STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:15:48 AM,08 BROOKLYN,3012200024,BROOKLYN,998495,185572,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6760175673633,-73.94864456225949,"(40.6760175673633, -73.94864456225949)",17618,16,2,49,49
58971356,09/30/2023 11:49:37 PM,10/01/2023 12:10:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10036,421 WEST   45 STREET,WEST   45 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   45 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:10:11 AM,04 MANHATTAN,1010550022,MANHATTAN,986440,216431,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76072928984094,-73.99209466889128,"(40.76072928984094, -73.99209466889128)",13094,12,4,10,10
58974890,09/30/2023 11:49:36 PM,10/01/2023 01:43:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,455 JEFFERSON STREET,JEFFERSON STREET,SCOTT AVENUE,CYPRESS AVENUE,SCOTT AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,JEFFERSON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 01:44:04 AM,04 BROOKLYN,3031690017,BROOKLYN,1005944,197535,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70883810427304,-73.92175124625676,"(40.70883810427304, -73.92175124625676)",13828,42,2,30,53
58977334,09/30/2023 11:49:04 PM,09/30/2023 11:57:46 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,153 AVENUE C,AVENUE C,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE C,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/30/2023 11:57:50 PM,03 MANHATTAN,1003920034,MANHATTAN,990413,203628,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72558637592342,-73.97776490240165,"(40.72558637592342, -73.97776490240165)",11729,70,4,50,5
58972949,09/30/2023 11:47:54 PM,10/01/2023 04:23:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,GATES AVENUE,GATES AVENUE,GATES AVENUE,MYRTLE AVENUE,GATES AVENUE,MYRTLE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 04:23:21 AM,04 BROOKLYN,,BROOKLYN,1008565,194109,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69942773009148,-73.91230985742006,"(40.69942773009148, -73.91230985742006)",13828,42,2,37,53
58968846,09/30/2023 11:47:22 PM,09/30/2023 11:49:26 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10029,2018 SECOND AVENUE,SECOND AVENUE,EAST  103 STREET,EAST  104 STREET,EAST  103 STREET,EAST  104 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/30/2023 11:49:30 PM,11 MANHATTAN,1016750049,MANHATTAN,999896,226792,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.78915393707611,-73.94349788785966,"(40.78915393707611, -73.94349788785966)",12426,7,4,35,14
58977346,09/30/2023 11:47:19 PM,09/30/2023 11:57:29 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,530 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  147 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 11:57:32 PM,09 MANHATTAN,1020780051,MANHATTAN,998734,240559,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8269425177046,-73.94766449262218,"(40.8269425177046, -73.94766449262218)",12428,37,4,23,19
58972540,09/30/2023 11:46:24 PM,10/01/2023 12:35:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,1975 UNION STREET,UNION STREET,PORTAL STREET,RALPH AVENUE,PORTAL STREET,RALPH AVENUE,ADDRESS,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,10/01/2023 12:35:08 AM,08 BROOKLYN,3013990052,BROOKLYN,1005577,182435,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.667392979497734,-73.9231227884606,"(40.667392979497734, -73.9231227884606)",13516,16,2,17,49
58968791,09/30/2023 11:45:45 PM,09/30/2023 11:56:31 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,703 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,09/30/2023 11:56:35 PM,12 MANHATTAN,1021760144,MANHATTAN,1001743,248825,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.84962483486739,-73.9367704194685,"(40.84962483486739, -73.9367704194685)",13091,47,4,39,22
58968767,09/30/2023 11:45:44 PM,10/01/2023 12:11:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109,45-45 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:11:36 AM,02 QUEENS,4000210020,QUEENS,996256,211821,MOBILE,Unspecified,QUEENS,,,,,,,,40.74806813205304,-73.95666969367451,"(40.74806813205304, -73.95666969367451)",16864,53,3,33,66
58974877,09/30/2023 11:45:23 PM,10/01/2023 12:10:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109,45-40 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:10:26 AM,02 QUEENS,4000210010,QUEENS,996217,211933,MOBILE,Unspecified,QUEENS,,,,,,,,40.748375596698416,-73.95681024747321,"(40.748375596698416, -73.95681024747321)",,53,3,33,66
58976096,09/30/2023 11:44:25 PM,10/01/2023 12:10:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,737 FLUSHING AVENUE,FLUSHING AVENUE,THROOP AVENUE,BROADWAY,THROOP AVENUE,BROADWAY,ADDRESS,BROOKLYN,FLUSHING AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:10:15 AM,01 BROOKLYN,3022760012,BROOKLYN,1000060,194531,PHONE,Unspecified,BROOKLYN,,,,,,,,40.700605303180254,-73.94298147197836,"(40.700605303180254, -73.94298147197836)",17213,36,2,38,56
58970067,09/30/2023 11:44:12 PM,10/01/2023 12:11:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109,45-40 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:11:43 AM,02 QUEENS,4000210010,QUEENS,996217,211933,MOBILE,Unspecified,QUEENS,,,,,,,,40.748375596698416,-73.95681024747321,"(40.748375596698416, -73.95681024747321)",,53,3,33,66
58977270,09/30/2023 11:44:00 PM,10/01/2023 12:01:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,707 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:01:37 AM,12 MANHATTAN,1021760146,MANHATTAN,1001723,248831,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.84964134268999,-73.93684269510118,"(40.84964134268999, -73.93684269510118)",13091,47,4,39,22
58970044,09/30/2023 11:43:24 PM,10/01/2023 12:11:28 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109,45-45 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:11:31 AM,02 QUEENS,4000210020,QUEENS,996256,211821,MOBILE,Unspecified,QUEENS,,,,,,,,40.74806813205304,-73.95666969367451,"(40.74806813205304, -73.95666969367451)",16864,53,3,33,66
58977303,09/30/2023 11:42:08 PM,10/01/2023 12:01:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11103,30-24 38 STREET,38 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,38 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:01:51 AM,01 QUEENS,4006590056,QUEENS,1007388,217431,MOBILE,Unspecified,QUEENS,,,,,,,,40.76344402596982,-73.91647441363682,"(40.76344402596982, -73.91647441363682)",16860,39,3,4,72
58968817,09/30/2023 11:41:28 PM,10/01/2023 01:57:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,BEDFORD AVENUE,BEDFORD AVENUE,BEDFORD AVENUE,NORTH    6 STREET,BEDFORD AVENUE,NORTH    6 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 01:57:34 AM,01 BROOKLYN,,BROOKLYN,995804,200604,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.717280828183625,-73.95832024813635,"(40.717280828183625, -73.95832024813635)",17613,36,2,38,57
58974891,09/30/2023 11:41:25 PM,09/30/2023 11:56:57 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1218 WESTCHESTER AVENUE,WESTCHESTER AVENUE,FAILE STREET,BRYANT AVENUE,FAILE STREET,BRYANT AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/30/2023 11:57:00 PM,02 BRONX,2027500022,BRONX,1014925,240256,MOBILE,Unspecified,BRONX,,,,,,,,40.82606947900378,-73.88916245800556,"(40.82606947900378, -73.88916245800556)",10937,8,5,43,24
58977286,09/30/2023 11:41:09 PM,10/01/2023 12:10:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11109,45-40 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:10:41 AM,02 QUEENS,4000210010,QUEENS,996217,211933,MOBILE,Unspecified,QUEENS,,,,,,,,40.748375596698416,-73.95681024747321,"(40.748375596698416, -73.95681024747321)",,53,3,33,66
58970121,09/30/2023 11:41:02 PM,10/01/2023 01:14:02 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11201,1 PINEAPPLE STREET,PINEAPPLE STREET,COLUMBIA HEIGHTS,WILLOW STREET,COLUMBIA HEIGHTS,WILLOW STREET,ADDRESS,BROOKLYN,PINEAPPLE STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 01:14:05 AM,02 BROOKLYN,3002240001,BROOKLYN,985396,193934,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69898072662803,-73.99586706918114,"(40.69898072662803, -73.99586706918114)",16865,68,2,38,54
58977310,09/30/2023 11:40:41 PM,10/01/2023 12:05:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10018,1050 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   39 STREET,WEST   40 STREET,WEST   39 STREET,WEST   40 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:05:57 AM,05 MANHATTAN,1008417503,MANHATTAN,988340,213712,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75326565376585,-73.98523781658723,"(40.75326565376585, -73.98523781658723)",12080,11,4,51,8
